Nodes,Speed_kmh,Flows,Packet_Rate_pps,Mobility_Seed,Offered_Load_kbps,Flows_per_Node,Rate_x_Flows,Nodes_x_Speed,Speed_per_Flow,Best_Protocol_Composite,Best_Protocol_PDR,AODV_Composite_Score,DSDV_Composite_Score,AOMDV_Composite_Score,AODV_PDR_Percent,DSDV_PDR_Percent,AOMDV_PDR_Percent
50,30,20,4,4,327.68,0.4,80,1500,1.5,AOMDV,AODV,0.44999999999999996,0.55,0.6428465377795765,85.768519,70.101852,81.212963
50,30,20,4,5,327.68,0.4,80,1500,1.5,DSDV,AODV,0.44999999999999996,0.55,0.47326906131294827,61.708333,47.291667,57.342593
50,30,20,8,1,655.36,0.4,160,1500,1.5,DSDV,AODV,0.5000842054662162,0.55,0.41690852015229696,41.18287,37.983796,40.293981
50,30,20,8,2,655.36,0.4,160,1500,1.5,DSDV,DSDV,0.22275721478187205,1.0,0.07425153231903836,44.87037,46.634259,44.081019
50,30,20,8,3,655.36,0.4,160,1500,1.5,DSDV,AODV,0.4944345888163745,0.55,0.29317213700673006,36.476852,36.252315,36.344907
50,30,20,8,4,655.36,0.4,160,1500,1.5,AODV,AODV,0.646594620034424,0.55,0.2406321063177847,66.048611,61.983796,64.157407
50,30,20,8,5,655.36,0.4,160,1500,1.5,DSDV,AODV,0.5198527073750826,0.7563253008251305,0.048030410424859,38.449074,36.576389,34.990741
50,30,25,2,1,204.8,0.5,50,1500,1.2,AOMDV,AODV,0.48320762430852243,0.4090287735290491,0.7189525001501282,77.807407,54.259259,68.333333
50,30,25,2,2,204.8,0.5,50,1500,1.2,AOMDV,AODV,0.44999999999999996,0.39378869969802754,0.6967194549613894,89.481481,62.637037,76.325926
50,30,25,2,3,204.8,0.5,50,1500,1.2,AOMDV,AODV,0.44999999999999996,0.2909605165850393,0.7359443756523258,92.488889,59.733333,78.237037
50,30,25,2,4,204.8,0.5,50,1500,1.2,AOMDV,AODV,0.47242980421048003,0.55,0.5909209548619397,88.185185,64.459259,78.177778
50,30,25,2,5,204.8,0.5,50,1500,1.2,AOMDV,AODV,0.44999999999999996,0.5485878189156588,0.7959607712477896,75.962963,52.17037,69.711111
50,30,25,4,1,409.6,0.5,100,1500,1.2,DSDV,AODV,0.4508458341755209,0.55,0.5350327767771191,56.388889,47.62963,54.222222
50,30,25,4,2,409.6,0.5,100,1500,1.2,DSDV,AODV,0.5012177724967638,0.55,0.38317517695113934,61.414815,55.825926,59.4
50,30,25,4,3,409.6,0.5,100,1500,1.2,AOMDV,AOMDV,0.372173387401593,0.55,0.6477463625330582,56.503704,49.188889,58.033333
50,30,25,4,4,409.6,0.5,100,1500,1.2,DSDV,AODV,0.44999999999999996,0.55,0.4703857222870779,71.762963,62.340741,68.633333
50,30,25,4,5,409.6,0.5,100,1500,1.2,AOMDV,AODV,0.44999999999999996,0.55,0.6157654172921313,51.388889,47.748148,51.314815
50,30,25,8,1,819.2,0.5,200,1500,1.2,AODV,AODV,0.7743437611978777,0.5458502711852876,0.0,36.244444,34.451852,33.831481
50,30,25,8,2,819.2,0.5,200,1500,1.2,DSDV,AODV,0.778910678082737,0.9063902297759551,0.0,38.925926,37.792593,33.477778
50,30,25,8,3,819.2,0.5,200,1500,1.2,DSDV,DSDV,0.0673835872795989,1.0,0.13215947175526432,30.651852,34.377778,30.707407
50,30,25,8,4,819.2,0.5,200,1500,1.2,DSDV,DSDV,0.3269320787829271,1.0,0.0,47.355556,50.557407,45.22037
50,30,25,8,5,819.2,0.5,200,1500,1.2,DSDV,AODV,0.7109618658554785,0.8637565068253122,0.0,32.911111,31.511111,28.287037
50,40,5,2,1,40.96,0.1,10,2000,8.0,AODV,AODV,0.7430842661362332,0.17047154873114295,0.45415515320948996,88.0,54.37037,67.074074
50,40,5,2,2,40.96,0.1,10,2000,8.0,AOMDV,AODV,0.5396159408796524,0.55,0.5918669758640873,93.0,57.37037,73.740741
50,40,5,2,3,40.96,0.1,10,2000,8.0,AODV,AODV,0.8382376220428379,0.4597464749348006,0.17150634609995566,94.740741,53.925926,69.481481
50,40,5,2,4,40.96,0.1,10,2000,8.0,AODV,AODV,0.9713562401153385,0.5345781691345614,0.19158415387588182,99.259259,91.777778,94.962963
50,40,5,2,5,40.96,0.1,10,2000,8.0,AOMDV,AODV,0.5435834002126418,0.55,0.6303018763804239,88.259259,59.814815,75.407407
50,40,5,4,1,81.92,0.1,20,2000,8.0,DSDV,AODV,0.5394429419067761,0.55,0.464493395334871,88.925926,53.12963,66.185185
50,40,5,4,2,81.92,0.1,20,2000,8.0,AOMDV,AODV,0.6242136321419569,0.3321612111116585,0.6757816341601492,93.203704,55.888889,74.611111
50,40,5,4,3,81.92,0.1,20,2000,8.0,AOMDV,AODV,0.5415544238423684,0.5231872740304394,0.6015723692551008,94.851852,49.833333,66.62963
50,40,5,4,4,81.92,0.1,20,2000,8.0,AODV,AODV,0.5499999999999999,0.5334888234450925,0.4613790571427072,99.574074,91.777778,93.5
50,40,5,4,5,81.92,0.1,20,2000,8.0,AOMDV,AODV,0.6213251825743538,0.29670788316696,0.6650190101357827,90.648148,61.425926,75.388889
50,40,5,8,1,163.84,0.1,40,2000,8.0,AOMDV,AODV,0.5107387611180824,0.55,0.600476418266057,83.12963,54.064815,66.805556
50,40,5,8,2,163.84,0.1,40,2000,8.0,AOMDV,AODV,0.5131522071521333,0.55,0.560083935627524,88.768519,58.37963,71.231481
50,40,5,8,3,163.84,0.1,40,2000,8.0,AODV,AODV,0.6488512324265562,0.55,0.3078431764307469,94.712963,49.601852,67.62037
50,40,5,8,4,163.84,0.1,40,2000,8.0,AODV,AODV,0.75,0.42585539602441336,0.3641485677237965,99.861111,93.472222,95.435185
